"entrezgene","external_gene_name","gene_biotype","description"
30000,"TNPO2","protein_coding","transportin 2 [Source:HGNC Symbol;Acc:HGNC:19998]"
3083,"HGFAC","protein_coding","HGF activator [Source:HGNC Symbol;Acc:HGNC:4894]"
30968,"STOML2","protein_coding","stomatin like 2 [Source:HGNC Symbol;Acc:HGNC:14559]"
3098,"HK1","protein_coding","hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]"
322,"APBB1","protein_coding","amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581]"
3222,"HOXC5","protein_coding","homeobox C5 [Source:HGNC Symbol;Acc:HGNC:5127]"
330,"BIRC3","protein_coding","baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]"
337,"APOA4","protein_coding","apolipoprotein A4 [Source:HGNC Symbol;Acc:HGNC:602]"
339665,"SLC35E4","protein_coding","solute carrier family 35 member E4 [Source:HGNC Symbol;Acc:HGNC:17058]"
340156,"MYLK4","protein_coding","myosin light chain kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:27972]"
347853,"TBX10","protein_coding","T-box 10 [Source:HGNC Symbol;Acc:HGNC:11593]"
3727,"JUND","protein_coding","JunD proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6206]"
374655,"ZNF710","protein_coding","zinc finger protein 710 [Source:HGNC Symbol;Acc:HGNC:25352]"
375323,"LHFPL4","protein_coding","LHFPL tetraspan subfamily member 4 [Source:HGNC Symbol;Acc:HGNC:29568]"
389692,"MAFA","protein_coding","MAF bZIP transcription factor A [Source:HGNC Symbol;Acc:HGNC:23145]"
401554,"GPRACR","lincRNA","GPR107 adjacent cis regulating lncRNA [Source:HGNC Symbol;Acc:HGNC:53957]"
401944,"LDLRAD2","protein_coding","low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:32071]"
4037,"LRP3","protein_coding","LDL receptor related protein 3 [Source:HGNC Symbol;Acc:HGNC:6695]"
404217,"CTXN1","protein_coding","cortexin 1 [Source:HGNC Symbol;Acc:HGNC:31108]"
404550,"C16orf74","protein_coding","chromosome 16 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:23362]"
4143,"MAT1A","protein_coding","methionine adenosyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:6903]"
4185,"ADAM11","protein_coding","ADAM metallopeptidase domain 11 [Source:HGNC Symbol;Acc:HGNC:189]"
4192,"MDK","protein_coding","midkine [Source:HGNC Symbol;Acc:HGNC:6972]"
4358,"MPV17","protein_coding","mitochondrial inner membrane protein MPV17 [Source:HGNC Symbol;Acc:HGNC:7224]"
441518,"RTL8B","protein_coding","retrotransposon Gag like 8B [Source:HGNC Symbol;Acc:HGNC:33156]"
4829,"NMBR","protein_coding","neuromedin B receptor [Source:HGNC Symbol;Acc:HGNC:7843]"
4943,"TBC1D25","protein_coding","TBC1 domain family member 25 [Source:HGNC Symbol;Acc:HGNC:8092]"
496,"ATP4B","protein_coding","ATPase H+/K+ transporting subunit beta [Source:HGNC Symbol;Acc:HGNC:820]"
50619,"DEF6","protein_coding","DEF6, guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]"
5087,"PBX1","protein_coding","PBX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]"
51006,"SLC35C2","protein_coding","solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]"
51279,"C1RL","protein_coding","complement C1r subcomponent like [Source:HGNC Symbol;Acc:HGNC:21265]"
51372,"TMA7","protein_coding","translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932]"
5253,"PHF2","protein_coding","PHD finger protein 2 [Source:HGNC Symbol;Acc:HGNC:8920]"
533,"ATP6V0B","protein_coding","ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]"
5351,"PLOD1","protein_coding","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]"
54039,"PCBP3","protein_coding","poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:8651]"
5409,"PNMT","protein_coding","phenylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:9160]"
5426,"POLE","protein_coding","DNA polymerase epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]"
54507,"ADAMTSL4","protein_coding","ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]"
54549,"SDK2","protein_coding","sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308]"
54982,"CLN6","protein_coding","CLN6, transmembrane ER protein [Source:HGNC Symbol;Acc:HGNC:2077]"
55113,"XKR8","protein_coding","XK related 8 [Source:HGNC Symbol;Acc:HGNC:25508]"
55317,"AP5S1","protein_coding","adaptor related protein complex 5 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:15875]"
55894,"DEFB103B","protein_coding","defensin beta 103B [Source:HGNC Symbol;Acc:HGNC:31702]"
55894,"DEFB103A","protein_coding","defensin beta 103A [Source:HGNC Symbol;Acc:HGNC:15967]"
5605,"MAP2K2","protein_coding","mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6842]"
56904,"SH3GLB2","protein_coding","SH3 domain containing GRB2 like, endophilin B2 [Source:HGNC Symbol;Acc:HGNC:10834]"
5702,"PSMC3","protein_coding","proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]"
57060,"PCBP4","protein_coding","poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]"
57091,"CASS4","protein_coding","Cas scaffold protein family member 4 [Source:HGNC Symbol;Acc:HGNC:15878]"
5798,"PTPRN","protein_coding","protein tyrosine phosphatase, receptor type N [Source:HGNC Symbol;Acc:HGNC:9676]"
58485,"TRAPPC1","protein_coding","trafficking protein particle complex 1 [Source:HGNC Symbol;Acc:HGNC:19894]"
5913,"RAPSN","protein_coding","receptor associated protein of the synapse [Source:HGNC Symbol;Acc:HGNC:9863]"
5914,"RARA","protein_coding","retinoic acid receptor alpha [Source:HGNC Symbol;Acc:HGNC:9864]"
6176,"RPLP1","protein_coding","ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372]"
6382,"SDC1","protein_coding","syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]"
63874,"ABHD4","protein_coding","abhydrolase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20154]"
6405,"SEMA3F","protein_coding","semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]"
64131,"XYLT1","protein_coding","xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15516]"
641372,"ACOT6","protein_coding","acyl-CoA thioesterase 6 [Source:HGNC Symbol;Acc:HGNC:33159]"
64342,"HS1BP3","protein_coding","HCLS1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24979]"
64755,"C16orf58","protein_coding","chromosome 16 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:25848]"
6553,"SLC9A5","protein_coding","solute carrier family 9 member A5 [Source:HGNC Symbol;Acc:HGNC:11078]"
6830,"SUPT6H","protein_coding","SPT6 homolog, histone chaperone [Source:HGNC Symbol;Acc:HGNC:11470]"
7473,"WNT3","protein_coding","Wnt family member 3 [Source:HGNC Symbol;Acc:HGNC:12782]"
79094,"CHAC1","protein_coding","ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]"
7923,"HSD17B8","protein_coding","hydroxysteroid 17-beta dehydrogenase 8 [Source:HGNC Symbol;Acc:HGNC:3554]"
80024,"SLC8B1","protein_coding","solute carrier family 8 member B1 [Source:HGNC Symbol;Acc:HGNC:26175]"
80125,"CCDC33","protein_coding","coiled-coil domain containing 33 [Source:HGNC Symbol;Acc:HGNC:26552]"
80709,"AKNA","protein_coding","AT-hook transcription factor [Source:HGNC Symbol;Acc:HGNC:24108]"
822,"CAPG","protein_coding","capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]"
83638,"C11orf68","protein_coding","chromosome 11 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:28801]"
84224,"NBPF3","protein_coding","NBPF member 3 [Source:HGNC Symbol;Acc:HGNC:25076]"
84265,"POLR3GL","protein_coding","RNA polymerase III subunit G like [Source:HGNC Symbol;Acc:HGNC:28466]"
84952,"CGNL1","protein_coding","cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]"
85377,"MICALL1","protein_coding","MICAL like 1 [Source:HGNC Symbol;Acc:HGNC:29804]"
8636,"SSNA1","protein_coding","SS nuclear autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11321]"
8677,"STX10","protein_coding","syntaxin 10 [Source:HGNC Symbol;Acc:HGNC:11428]"
8973,"CHRNA6","protein_coding","cholinergic receptor nicotinic alpha 6 subunit [Source:HGNC Symbol;Acc:HGNC:15963]"
8985,"PLOD3","protein_coding","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:9083]"
9016,"SLC25A14","protein_coding","solute carrier family 25 member 14 [Source:HGNC Symbol;Acc:HGNC:10984]"
9128,"PRPF4","protein_coding","pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]"
924,"CD7","protein_coding","CD7 molecule [Source:HGNC Symbol;Acc:HGNC:1695]"
9244,"CRLF1","protein_coding","cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]"
9275,"BCL7B","protein_coding","BCL tumor suppressor 7B [Source:HGNC Symbol;Acc:HGNC:1005]"
92922,"CCDC102A","protein_coding","coiled-coil domain containing 102A [Source:HGNC Symbol;Acc:HGNC:28097]"
93492,"TPTE2","protein_coding","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 [Source:HGNC Symbol;Acc:HGNC:17299]"
9570,"GOSR2","protein_coding","golgi SNAP receptor complex member 2 [Source:HGNC Symbol;Acc:HGNC:4431]"
9630,"GNA14","protein_coding","G protein subunit alpha 14 [Source:HGNC Symbol;Acc:HGNC:4382]"
977,"CD151","protein_coding","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]"
9900,"SV2A","protein_coding","synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566]"
9993,"DGCR2","protein_coding","DiGeorge syndrome critical region gene 2 [Source:HGNC Symbol;Acc:HGNC:2845]"
10013,"HDAC6","protein_coding","histone deacetylase 6 [Source:HGNC Symbol;Acc:HGNC:14064]"
100169851,"PATE3","protein_coding","prostate and testis expressed 3 [Source:HGNC Symbol;Acc:HGNC:35426]"
10084,"PQBP1","protein_coding","polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9330]"
10110,"SGK2","protein_coding","SGK2, serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:13900]"
10134,"BCAP31","protein_coding","B cell receptor associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]"
10188,"TNK2","protein_coding","tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]"
10313,"RTN3","protein_coding","reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469]"
10326,"SIRPB1","protein_coding","signal regulatory protein beta 1 [Source:HGNC Symbol;Acc:HGNC:15928]"
10382,"TUBB4A","protein_coding","tubulin beta 4A class IVa [Source:HGNC Symbol;Acc:HGNC:20774]"
10397,"NDRG1","protein_coding","N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]"
10465,"PPIH","protein_coding","peptidylprolyl isomerase H [Source:HGNC Symbol;Acc:HGNC:14651]"
10580,"SORBS1","protein_coding","sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14565]"
10787,"NCKAP1","protein_coding","NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]"
10848,"PPP1R13L","protein_coding","protein phosphatase 1 regulatory subunit 13 like [Source:HGNC Symbol;Acc:HGNC:18838]"
10956,"OS9","protein_coding","OS9, endoplasmic reticulum lectin [Source:HGNC Symbol;Acc:HGNC:16994]"
11094,"CACFD1","protein_coding","calcium channel flower domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1365]"
112398,"EGLN2","protein_coding","egl-9 family hypoxia inducible factor 2 [Source:HGNC Symbol;Acc:HGNC:14660]"
11255,"HRH3","protein_coding","histamine receptor H3 [Source:HGNC Symbol;Acc:HGNC:5184]"
11313,"LYPLA2","protein_coding","lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]"
1141,"CHRNB2","protein_coding","cholinergic receptor nicotinic beta 2 subunit [Source:HGNC Symbol;Acc:HGNC:1962]"
1143,"CHRNB4","protein_coding","cholinergic receptor nicotinic beta 4 subunit [Source:HGNC Symbol;Acc:HGNC:1964]"
115207,"KCTD12","protein_coding","potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678]"
1192,"CLIC1","protein_coding","chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]"
119548,"PNLIPRP3","protein_coding","pancreatic lipase related protein 3 [Source:HGNC Symbol;Acc:HGNC:23492]"
124872,"B4GALNT2","protein_coding","beta-1,4-N-acetyl-galactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24136]"
131578,"LRRC15","protein_coding","leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]"
136227,"COL26A1","protein_coding","collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038]"
140564,"APOBEC3D","protein_coding","apolipoprotein B mRNA editing enzyme catalytic subunit 3D [Source:HGNC Symbol;Acc:HGNC:17354]"
1594,"CYP27B1","protein_coding","cytochrome P450 family 27 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2606]"
1606,"DGKA","protein_coding","diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849]"
1674,"DES","protein_coding","desmin [Source:HGNC Symbol;Acc:HGNC:2770]"
170589,"GPHA2","protein_coding","glycoprotein hormone alpha 2 [Source:HGNC Symbol;Acc:HGNC:18054]"
170690,"ADAMTS16","protein_coding","ADAM metallopeptidase with thrombospondin type 1 motif 16 [Source:HGNC Symbol;Acc:HGNC:17108]"
1830,"DSG3","protein_coding","desmoglein 3 [Source:HGNC Symbol;Acc:HGNC:3050]"
1893,"ECM1","protein_coding","extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]"
202915,"TMEM184A","protein_coding","transmembrane protein 184A [Source:HGNC Symbol;Acc:HGNC:28797]"
2039,"DMTN","protein_coding","dematin actin binding protein [Source:HGNC Symbol;Acc:HGNC:3382]"
2128,"EVX1","protein_coding","even-skipped homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3506]"
221150,"SKA3","protein_coding","spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262]"
22888,"UBOX5","protein_coding","U-box domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17777]"
23163,"GGA3","protein_coding","golgi associated, gamma adaptin ear containing, ARF binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17079]"
23194,"FBXL7","protein_coding","F-box and leucine rich repeat protein 7 [Source:HGNC Symbol;Acc:HGNC:13604]"
23195,"MDN1","protein_coding","midasin AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:18302]"
23513,"SCRIB","protein_coding","scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]"
2521,"FUS","protein_coding","FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]"
255189,"PLA2G4F","protein_coding","phospholipase A2 group IVF [Source:HGNC Symbol;Acc:HGNC:27396]"
255426,"RASGEF1C","protein_coding","RasGEF domain family member 1C [Source:HGNC Symbol;Acc:HGNC:27400]"
257202,"GPX6","protein_coding","glutathione peroxidase 6 [Source:HGNC Symbol;Acc:HGNC:4558]"
257202,"GPX6","protein_coding","glutathione peroxidase 6 [Source:NCBI gene;Acc:257202]"
259283,"MDS2","lincRNA","myelodysplastic syndrome 2 translocation associated [Source:HGNC Symbol;Acc:HGNC:29633]"
259291,"TAS2R45","unprocessed_pseudogene","taste 2 receptor member 45 [Source:HGNC Symbol;Acc:HGNC:18876]"
259291,"TAS2R43","protein_coding","taste 2 receptor member 43 [Source:HGNC Symbol;Acc:HGNC:18875]"
26094,"DCAF4","protein_coding","DDB1 and CUL4 associated factor 4 [Source:HGNC Symbol;Acc:HGNC:20229]"
26152,"ZNF337","protein_coding","zinc finger protein 337 [Source:HGNC Symbol;Acc:HGNC:15809]"
26579,"MYEOV","protein_coding","myeloma overexpressed [Source:HGNC Symbol;Acc:HGNC:7563]"
26586,"CKAP2","protein_coding","cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]"
2696,"GIPR","protein_coding","gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]"
27005,"USP21","protein_coding","ubiquitin specific peptidase 21 [Source:HGNC Symbol;Acc:HGNC:12620]"
27173,"SLC39A1","protein_coding","solute carrier family 39 member 1 [Source:HGNC Symbol;Acc:HGNC:12876]"
2804,"GOLGB1","protein_coding","golgin B1 [Source:HGNC Symbol;Acc:HGNC:4429]"
283643,"TEDC1","protein_coding","tubulin epsilon and delta complex 1 [Source:HGNC Symbol;Acc:HGNC:20127]"
284111,"SLC13A5","protein_coding","solute carrier family 13 member 5 [Source:HGNC Symbol;Acc:HGNC:23089]"
284486,"THEM5","protein_coding","thioesterase superfamily member 5 [Source:HGNC Symbol;Acc:HGNC:26755]"
286262,"TPRN","protein_coding","taperin [Source:HGNC Symbol;Acc:HGNC:26894]"
2944,"GSTM1","protein_coding","glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632]"
340371,"NRBP2","protein_coding","nuclear receptor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19339]"
343035,"RD3","protein_coding","retinal degeneration 3, GUCY2D regulator [Source:HGNC Symbol;Acc:HGNC:19689]"
3437,"IFIT3","protein_coding","interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]"
3587,"IL10RA","protein_coding","interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964]"
3693,"ITGB5","protein_coding","integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]"
375593,"TRIM73","protein_coding","tripartite motif containing 73 [Source:HGNC Symbol;Acc:HGNC:18162]"
3804,"KIR2DL3","protein_coding","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]"
387733,"IFITM5","protein_coding","interferon induced transmembrane protein 5 [Source:HGNC Symbol;Acc:HGNC:16644]"
3892,"KRT86","protein_coding","keratin 86 [Source:HGNC Symbol;Acc:HGNC:6463]"
3897,"L1CAM","protein_coding","L1 cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6470]"
4004,"LMO1","protein_coding","LIM domain only 1 [Source:HGNC Symbol;Acc:HGNC:6641]"
4162,"MCAM","protein_coding","melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]"
440163,"RNASE13","protein_coding","ribonuclease A family member 13 (inactive) [Source:HGNC Symbol;Acc:HGNC:25285]"
448835,"LCE6A","protein_coding","late cornified envelope 6A [Source:HGNC Symbol;Acc:HGNC:31824]"
4542,"MYO1F","protein_coding","myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]"
4665,"NAB2","protein_coding","NGFI-A binding protein 2 [Source:HGNC Symbol;Acc:HGNC:7627]"
475,"ATOX1","protein_coding","antioxidant 1 copper chaperone [Source:HGNC Symbol;Acc:HGNC:798]"
478,"ATP1A3","protein_coding","ATPase Na+/K+ transporting subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:801]"
4853,"NOTCH2","protein_coding","notch 2 [Source:HGNC Symbol;Acc:HGNC:7882]"
503542,"SPRN","protein_coding","shadow of prion protein [Source:HGNC Symbol;Acc:HGNC:16871]"
50626,"CYHR1","protein_coding","cysteine and histidine rich 1 [Source:HGNC Symbol;Acc:HGNC:17806]"
5076,"PAX2","protein_coding","paired box 2 [Source:HGNC Symbol;Acc:HGNC:8616]"
51239,"ANKRD39","protein_coding","ankyrin repeat domain 39 [Source:HGNC Symbol;Acc:HGNC:28640]"
51293,"CD320","protein_coding","CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]"
5138,"PDE2A","protein_coding","phosphodiesterase 2A [Source:HGNC Symbol;Acc:HGNC:8777]"
51706,"CYB5R1","protein_coding","cytochrome b5 reductase 1 [Source:HGNC Symbol;Acc:HGNC:13397]"
5339,"PLEC","protein_coding","plectin [Source:HGNC Symbol;Acc:HGNC:9069]"
5348,"FXYD1","protein_coding","FXYD domain containing ion transport regulator 1 [Source:HGNC Symbol;Acc:HGNC:4025]"
54498,"SMOX","protein_coding","spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]"
54550,"NECAB2","protein_coding","N-terminal EF-hand calcium binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23746]"
5526,"PPP2R5B","protein_coding","protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310]"
5540,"NPY4R","protein_coding","neuropeptide Y receptor Y4 [Source:HGNC Symbol;Acc:HGNC:9329]"
55589,"BMP2K","protein_coding","BMP2 inducible kinase [Source:HGNC Symbol;Acc:HGNC:18041]"
55665,"URGCP","protein_coding","upregulator of cell proliferation [Source:HGNC Symbol;Acc:HGNC:30890]"
55798,"METTL2B","protein_coding","methyltransferase like 2B [Source:HGNC Symbol;Acc:HGNC:18272]"
55823,"VPS11","protein_coding","VPS11, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:14583]"
55851,"PSENEN","protein_coding","presenilin enhancer, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:30100]"
56833,"SLAMF8","protein_coding","SLAM family member 8 [Source:HGNC Symbol;Acc:HGNC:21391]"
56920,"SEMA3G","protein_coding","semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]"
5709,"PSMD3","protein_coding","proteasome 26S subunit, non-ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9560]"
57104,"PNPLA2","protein_coding","patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]"
57156,"TMEM63C","protein_coding","transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787]"
57477,"SHROOM4","protein_coding","shroom family member 4 [Source:HGNC Symbol;Acc:HGNC:29215]"
57504,"MTA3","protein_coding","metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784]"
57541,"ZNF398","protein_coding","zinc finger protein 398 [Source:HGNC Symbol;Acc:HGNC:18373]"
57542,"KLHL42","protein_coding","kelch like family member 42 [Source:HGNC Symbol;Acc:HGNC:29252]"
57571,"CARNS1","protein_coding","carnosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:29268]"
57596,"BEGAIN","protein_coding","brain enriched guanylate kinase associated [Source:HGNC Symbol;Acc:HGNC:24163]"
57801,"HES4","protein_coding","hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149]"
58512,"DLGAP3","protein_coding","DLG associated protein 3 [Source:HGNC Symbol;Acc:HGNC:30368]"
5909,"RAP1GAP","protein_coding","RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]"
6046,"BRD2","protein_coding","bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]"
624,"BDKRB2","protein_coding","bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]"
6423,"SFRP2","protein_coding","secreted frizzled related protein 2 [Source:HGNC Symbol;Acc:HGNC:10777]"
642475,"MROH6","protein_coding","maestro heat like repeat family member 6 [Source:HGNC Symbol;Acc:HGNC:27814]"
64359,"NXN","protein_coding","nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]"
6539,"SLC6A12","protein_coding","solute carrier family 6 member 12 [Source:HGNC Symbol;Acc:HGNC:11045]"
6714,"SRC","protein_coding","SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]"
6746,"SSR2","protein_coding","signal sequence receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:11324]"
6778,"STAT6","protein_coding","signal transducer and activator of transcription 6 [Source:HGNC Symbol;Acc:HGNC:11368]"
6779,"STATH","protein_coding","statherin [Source:HGNC Symbol;Acc:HGNC:11369]"
6827,"SUPT4H1","protein_coding","SPT4 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11467]"
710,"SERPING1","protein_coding","serpin family G member 1 [Source:HGNC Symbol;Acc:HGNC:1228]"
717,"C2","protein_coding","complement C2 [Source:HGNC Symbol;Acc:HGNC:1248]"
7538,"ZFP36","protein_coding","ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]"
7627,"ZNF75A","protein_coding","zinc finger protein 75a [Source:HGNC Symbol;Acc:HGNC:13146]"
7766,"ZNF223","protein_coding","zinc finger protein 223 [Source:HGNC Symbol;Acc:HGNC:13016]"
7827,"NPHS2","protein_coding","NPHS2, podocin [Source:HGNC Symbol;Acc:HGNC:13394]"
79095,"C9orf16","protein_coding","chromosome 9 open reading frame 16 [Source:HGNC Symbol;Acc:HGNC:17823]"
79852,"EPHX3","protein_coding","epoxide hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:23760]"
79903,"NAA60","protein_coding","N(alpha)-acetyltransferase 60, NatF catalytic subunit [Source:HGNC Symbol;Acc:HGNC:25875]"
80129,"CCDC170","protein_coding","coiled-coil domain containing 170 [Source:HGNC Symbol;Acc:HGNC:21177]"
80164,"PRR36","protein_coding","proline rich 36 [Source:HGNC Symbol;Acc:HGNC:26172]"
80331,"DNAJC5","protein_coding","DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]"
80830,"APOL6","protein_coding","apolipoprotein L6 [Source:HGNC Symbol;Acc:HGNC:14870]"
81562,"LMAN2L","protein_coding","lectin, mannose binding 2 like [Source:HGNC Symbol;Acc:HGNC:19263]"
83742,"MARVELD1","protein_coding","MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674]"
8394,"PIP5K1A","protein_coding","phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [Source:HGNC Symbol;Acc:HGNC:8994]"
84061,"MAGT1","protein_coding","magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]"
8407,"TAGLN2","protein_coding","transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]"
842,"CASP9","protein_coding","caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]"
84303,"CHCHD6","protein_coding","coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28184]"
8431,"NR0B2","protein_coding","nuclear receptor subfamily 0 group B member 2 [Source:HGNC Symbol;Acc:HGNC:7961]"
84435,"ADGRA1","protein_coding","adhesion G protein-coupled receptor A1 [Source:HGNC Symbol;Acc:HGNC:13838]"
84448,"ABLIM2","protein_coding","actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195]"
84514,"GHDC","protein_coding","GH3 domain containing [Source:HGNC Symbol;Acc:HGNC:24438]"
84645,"C22orf23","protein_coding","chromosome 22 open reading frame 23 [Source:HGNC Symbol;Acc:HGNC:18589]"
84662,"GLIS2","protein_coding","GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:29450]"
84885,"ZDHHC12","protein_coding","zinc finger DHHC-type containing 12 [Source:HGNC Symbol;Acc:HGNC:19159]"
